timestamp,S&P500,VIX,ValueOverGrowth,SmallOverLarge,USD_to_EUR,USD_to_GBP,JPY_to_USD,CNH_to_USD,MXN_to_USD,CAD_to_USD,_10_y_UST,_10_y_UST_real,_10_y_BE,_2s10s_UST,Brent_Crude
2023-02-03,4136.48,18.33,0.89894,1.21305,1.0825,1.2073,131.07,6.7733,18.883,1.3395,3.53,1.31,2.22,-0.77,78.85
2023-02-06,4111.08,19.43,0.90238,1.20439,1.0722,1.2009,132.76,6.7918,19.21,1.3442,3.63,1.38,2.25,-0.81,80.48
2023-02-07,4164.0,18.66,0.89156,1.19886,1.0705,1.2013,131.37,6.791,19.03,1.344,3.67,1.36,2.31,-0.8,82.92
2023-02-08,4117.86,19.63,0.89689,1.19549,1.0734,1.2093,131.27,6.789,18.957,1.343,3.63,1.29,2.34,-0.82,84.17
2023-02-09,4081.5,20.71,0.89696,1.18889,1.0761,1.2157,130.98,6.7782,18.959,1.3428,3.67,1.34,2.33,-0.81,83.46
2023-02-10,4090.46,20.53,0.90815,1.18808,1.067,1.2061,131.5,6.8106,18.708,1.3363,3.74,1.41,2.33,-0.76,85.46
2023-02-13,4137.29,20.34,0.90358,1.18824,1.0718,1.2136,132.71,6.8198,18.626,1.3348,3.72,1.41,2.31,-0.8,85.98
2023-02-14,4136.13,18.91,0.8959,1.18826,1.0722,1.2157,133.05,6.8255,18.541,1.3367,3.77,1.46,2.31,-0.83,84.96
2023-02-15,4147.6,18.23,0.8906,1.19604,1.0683,1.2031,134.22,6.851,18.601,1.3401,3.81,1.46,2.35,-0.81,84.11
2023-02-16,4090.41,20.17,0.89846,1.20099,1.0684,1.2018,133.95,6.859,18.513,1.3451,3.86,1.49,2.37,-0.76,83.84
2023-02-17,4079.09,20.02,0.90607,1.20605,1.0678,1.2012,134.21,6.8661,18.416,1.3487,3.82,1.46,2.36,-0.78,81.97
2023-02-20,4079.09,21.23,0.90607,1.20605,1.0678,1.2012,134.21,6.8661,18.416,1.3487,3.82,1.46,2.36,-0.78,82.79
2023-02-21,3997.34,22.87,0.912,1.1964,1.0657,1.2111,134.87,6.87,18.392,1.3515,3.95,1.53,2.42,-0.72,82.14
2023-02-22,3991.05,22.29,0.90869,1.20171,1.0623,1.2064,134.77,6.8908,18.35,1.354,3.93,1.52,2.41,-0.73,79.55
2023-02-23,4012.32,21.14,0.90343,1.20276,1.0583,1.2016,134.8,6.9075,18.435,1.3567,3.88,1.49,2.39,-0.78,82.08
2023-02-24,3970.04,21.67,0.91222,1.2057,1.0545,1.1948,136.36,6.9545,18.399,1.3618,3.95,1.57,2.38,-0.83,82.31
2023-02-27,3982.24,20.95,0.9075,1.20505,1.0596,1.2036,136.18,6.945,18.408,1.3574,3.92,1.56,2.36,-0.86,81.24
2023-02-28,3970.15,20.7,0.90439,1.20778,1.0602,1.2093,136.09,6.9325,18.345,1.3616,3.92,1.49,2.43,-0.89,83.21
2023-03-01,3951.39,20.58,0.9097,1.21463,1.0674,1.2034,135.82,6.8656,18.095,1.3597,4.01,1.57,2.44,-0.88,83.68
2023-03-02,3981.35,19.59,0.90741,1.2089,1.0595,1.1942,136.84,6.9122,18.112,1.3616,4.08,1.6,2.48,-0.81,84.15
2023-03-03,4045.64,18.49,0.89879,1.2047,1.0616,1.1996,136.09,6.9048,18.013,1.3609,3.97,1.45,2.52,-0.89,85.74
2023-03-06,4048.42,18.61,0.89595,1.18694,1.0694,1.2048,135.93,6.9295,18.015,1.3606,3.98,1.49,2.49,-0.91,85.86
2023-03-07,3986.37,19.59,0.89248,1.19101,1.0573,1.1857,136.9,6.9605,18.131,1.3736,3.97,1.59,2.38,-1.03,83.03
2023-03-08,3992.01,19.11,0.88862,1.1901,1.0549,1.1837,137.18,6.9496,17.949,1.3784,3.98,1.66,2.32,-1.07,82.1
2023-03-09,3918.32,22.61,0.88927,1.18007,1.0577,1.1922,136.41,6.963,18.086,1.3777,3.93,1.63,2.3,-0.97,81.0
2023-03-10,3861.59,24.8,0.89435,1.16365,1.0659,1.2043,135.05,6.9025,18.359,1.3804,3.7,1.44,2.26,-0.9,82.3
2023-03-13,3855.76,26.52,0.88519,1.14547,1.0733,1.216,133.13,6.8455,18.77,1.3687,3.55,1.31,2.24,-0.48,79.67
2023-03-14,3919.29,23.73,0.87593,1.14647,1.0722,1.2146,134.33,6.868,18.719,1.3676,3.64,1.33,2.31,-0.56,76.77
2023-03-15,3891.93,26.14,0.86581,1.13449,1.0535,1.2032,132.81,6.9005,18.957,1.3799,3.51,1.22,2.29,-0.42,74.3
2023-03-16,3960.28,22.99,0.85385,1.13139,1.0622,1.2111,133.01,6.8965,18.913,1.3761,3.56,1.34,2.22,-0.58,73.12
2023-03-17,3916.64,25.51,0.84696,1.11607,1.0647,1.2141,132.01,6.887,18.98,1.3753,3.39,1.29,2.1,-0.42,71.03
2023-03-20,3951.57,24.15,0.85403,1.11852,1.0722,1.2257,131.59,6.877,18.82,1.3686,3.47,1.33,2.14,-0.45,72.42
2023-03-21,4002.87,21.38,0.84774,1.1251,1.0769,1.2195,132.27,6.883,18.67,1.3732,3.59,1.36,2.23,-0.58,74.78
2023-03-22,3936.97,22.26,0.84401,1.11241,1.0792,1.2232,132.67,6.8802,18.527,1.3722,3.48,1.2,2.28,-0.48,76.08
2023-03-23,3948.72,22.61,0.83483,1.10421,1.089,1.2322,130.99,6.8188,18.489,1.3658,3.38,1.19,2.19,-0.38,74.31
2023-03-24,3970.99,21.74,0.83932,1.10653,1.0762,1.2225,130.64,6.8675,18.498,1.3763,3.38,1.16,2.22,-0.38,73.63
2023-03-27,3977.53,20.6,0.84859,1.11492,1.0789,1.2278,131.49,6.8834,18.392,1.3686,3.53,1.29,2.24,-0.41,76.8
2023-03-28,3971.27,19.97,0.85524,1.11723,1.0844,1.2341,130.97,6.8725,18.242,1.3615,3.55,1.24,2.31,-0.47,78.07
2023-03-29,4027.81,19.12,0.85306,1.11503,1.0826,1.2313,132.69,6.8862,18.094,1.3575,3.57,1.24,2.33,-0.51,77.51
2023-03-30,4050.83,19.02,0.85094,1.10878,1.0899,1.2368,132.71,6.87,18.095,1.3536,3.55,1.21,2.34,-0.55,78.45
2023-03-31,4109.31,18.7,0.84699,1.1148,1.0872,1.2369,132.75,6.8676,18.025,1.3525,3.48,1.16,2.32,-0.58,79.19
